id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,ocean,,,,,,,
11241143,6d81f55e-1f94-43b0-8e68-dd689506eecd,02-05-16,02-05-16,,Africa/Johannesburg,678889,pbsouthwood,Peter Southwood,2016-06-10 08:58:48 UTC,2018-04-21 00:15:11 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11241143,https://inaturalist-open-data.s3.amazonaws.com/photos/15958259/medium.jpg,,"CC-by-sa 3.0, Sea Fish Atlas, SeaKeys",<h3>Zebra seabream at Castle Rocks</h3><br>,3,0,FALSE,,"Castle Rocks: Nominal location of the point at Castle Rocks. Dive site extends order of 50m to the north, 100m to the east and south.",-34.2395,18.4782,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11244309,03a7b77b-4d2c-4fdf-8586-42fe282cbbe8,05-06-16,05-06-16,,Africa/Johannesburg,773564,scapegreatwhites,south cape great whites,2016-06-13 20:36:43 UTC,2018-06-11 23:48:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11244309,https://inaturalist-open-data.s3.amazonaws.com/photos/19241964/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>Caught and released during RASSPL Nationals 2016: Day 1,2,0,FALSE,,Arniston,-34.689,20.235,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11244321,b8841b35-1d5a-4dc5-931e-75126791399a,05-06-16,05-06-16,,Africa/Johannesburg,773564,scapegreatwhites,south cape great whites,2016-06-13 21:56:43 UTC,2018-06-11 23:48:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11244321,https://inaturalist-open-data.s3.amazonaws.com/photos/19241932/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>Caught and released during RASSPL Nationals 2016: Day 1,2,0,FALSE,,Arniston,-34.689,20.235,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11244332,0678d4e1-5596-49f5-92ae-f91c1c3258d9,05-06-16,05-06-16,,Africa/Johannesburg,773564,scapegreatwhites,south cape great whites,2016-06-13 22:09:14 UTC,2018-06-11 23:47:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11244332,https://inaturalist-open-data.s3.amazonaws.com/photos/19241944/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>zebra</h3><br>Caught and released during RASSPL Nationals 2016: Day 1,2,0,FALSE,,Arniston,-34.689,20.235,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11244448,ad21dbbd-3f3d-4b32-aa69-da5d04f3680c,06-06-16,06-06-16,,Africa/Johannesburg,773564,scapegreatwhites,south cape great whites,2016-06-14 00:13:45 UTC,2018-06-11 23:46:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11244448,https://inaturalist-open-data.s3.amazonaws.com/photos/19241902/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>Caught and released during RASSPL Nationals 2016: Day 2,3,0,FALSE,,Suiderstrand,-34.816,19.944,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11249911,8aba18de-f183-4471-8bad-d85741956629,07-05-16,07-05-16,,Africa/Johannesburg,773576,epraggies,ep raggies,2016-06-20 07:49:18 UTC,2018-04-21 04:08:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11249911,https://inaturalist-open-data.s3.amazonaws.com/photos/15976603/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>Striped fish</h3><br>,4,0,FALSE,,Struisbaai,-34.803,20.0646,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
13453628,ec28e75d-b423-4ac0-ad45-debf329c6ebd,Sat Jun 20 2015 00:00:37 GMT+0300 (GMT+3),20-06-15,2015-06-19 21:00:37 UTC,Baghdad,19061,seasav,,2018-06-15 16:39:07 UTC,2018-06-15 21:33:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/13453628,https://inaturalist-open-data.s3.amazonaws.com/photos/19748319/medium.jpg,,,"Nevâ€™s Ledge, No.1 Reef ",2,0,FALSE,3,"eThekwini, ZA-NL, ZA",-29.88232719,31.08867963,2525,,,,2525,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
21770403,7f29afbd-ad7d-48d3-b83a-570e29dcde21,2019/03/20 9:30 AM SAST,20-03-19,2019-03-20 07:30:00 UTC,Pretoria,676977,jaheymans,Joseph Heymans,2019-03-30 08:29:32 UTC,2024-12-25 18:21:15 UTC,research,,https://www.inaturalist.org/observations/21770403,https://static.inaturalist.org/photos/33719475/medium.jpeg,,,,1,0,FALSE,,"Hartenbos, Mossel Bay, 6520, South Africa",-34.12303,22.12169,10,,,,10,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
21903675,be7106d0-225a-4d1f-9abd-652a23884cb2,23-03-19 23:09,23-03-19,2019-03-23 21:09:40 UTC,Pretoria,552380,henrydelange,Henry de Lange,2019-04-02 08:53:28 UTC,2023-07-07 08:20:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/21903675,https://inaturalist-open-data.s3.amazonaws.com/photos/33940119/medium.jpg,,,,2,0,FALSE,179,"Cacadu, ZA-EC, ZA",-33.75714167,26.51975833,10,,,,10,,open,FALSE,,,Zebra Seabream,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
22379526,0d72e40a-93c6-4e66-a485-2ca877a946c6,2019-04-11 11:00:00 AM SAST,11-04-19,2019-04-11 09:00:00 UTC,Africa/Johannesburg,1085293,below_the_blue,Juneid Petersen,2019-04-12 18:54:31 UTC,2019-04-12 21:07:44 UTC,research,,https://www.inaturalist.org/observations/22379526,https://static.inaturalist.org/photos/34661294/medium.jpeg,,,,1,0,FALSE,2,"Foxy Beach, Kleintuin Rd, Simon's Town, Cape Town, 7995, South Africa",-34.19626659,18.45122024,1052,,,,1052,,open,FALSE,gps,gps,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
23587621,6836add2-1e7d-4885-91be-51a2dcf3bbb4,2019/04/27 12:14 PM SAST,27-04-19,2019-04-27 10:14:00 UTC,Africa/Johannesburg,490807,lisabeasley,Lisa Beasley,2019-04-28 07:58:33 UTC,2020-10-29 16:48:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/23587621,https://inaturalist-open-data.s3.amazonaws.com/photos/36522311/medium.jpg,,,,4,0,FALSE,,Windmill,-34.20137343,18.45739131,191,,,,191,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
24658483,c10ce843-ee26-48c8-a5fc-d4adde02f895,2019/01/06 1:00 PM SAST,06-01-19,2019-01-06 11:00:00 UTC,Africa/Johannesburg,676005,adriaan_grobler,Adriaan Grobler,2019-05-06 11:10:32 UTC,2019-07-27 04:55:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/24658483,https://inaturalist-open-data.s3.amazonaws.com/photos/38129518/medium.jpeg,,,,3,0,FALSE,,"Seaview, Clarendon Marine, 6011, South Africa",-34.01092767,25.34594865,10,,,,10,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
28046917,3132f789-c8fe-4a41-8c55-9842a1966ef1,2019/06/01 11:05 AM SAST,01-06-19,2019-06-01 09:05:00 UTC,Africa/Johannesburg,1922617,masiwessa99,,2019-07-02 08:41:08 UTC,2019-08-07 11:01:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28046917,https://inaturalist-open-data.s3.amazonaws.com/photos/43694961/medium.png,,,tidal pool ,2,0,FALSE,,Cintsa West,-32.847186,28.118869,1000000,,,,1000000,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
34456455,63ec40ad-6989-4d91-b687-283c0f6e6a3f,20-07-18,20-07-18,,Africa/Johannesburg,2363078,david_taylor,,2019-10-16 15:37:01 UTC,2019-11-26 11:50:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/34456455,https://inaturalist-open-data.s3.amazonaws.com/photos/54227471/medium.png,,,,1,0,FALSE,,"Knysna, 6570, South Africa",-34.04921134,23.04684713,8,,,,8,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
36093483,8571682a-2231-443b-8319-5a3acf01fe21,2019/11/22 1:10 PM SAST,22-11-19,2019-11-22 11:10:00 UTC,Africa/Johannesburg,2363078,david_taylor,,2019-11-26 11:21:34 UTC,2020-01-01 16:17:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/36093483,https://inaturalist-open-data.s3.amazonaws.com/photos/57009297/medium.jpg,,,,3,0,FALSE,,"Western District, South Africa",-34.0227723,23.90020487,8,,,,8,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
37395361,c5e4aab6-dbb1-41c7-b867-f70ffc2022e3,2020/01/03 3:04 PM SAST,03-01-20,2020-01-03 13:04:00 UTC,Africa/Johannesburg,738093,caperadd,Cape RADD,2020-01-08 11:21:22 UTC,2020-01-18 15:46:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37395361,https://inaturalist-open-data.s3.amazonaws.com/photos/59275441/medium.jpeg,,,DCIM\106GOPRO\GOPR2239.JPG,2,0,FALSE,,Long Beach,-34.18823247,18.42785239,98,,,,98,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
37646339,4dc647ff-6723-4dae-968e-889c063caca3,2020/01/02 1:18 PM SAST,02-01-20,2020-01-02 11:18:00 UTC,Pretoria,2461905,darragh132,Darragh Woodford,2020-01-16 10:12:50 UTC,2022-11-27 18:27:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37646339,https://inaturalist-open-data.s3.amazonaws.com/photos/59721132/medium.jpg,,,,2,0,FALSE,,"City of Cape Town, ZA-WC, ZA",-34.14228728,18.43441399,4,,,,4,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
38451108,c86d7dad-1b1e-46ec-8020-77c68aeb3be0,2020/02/07 5:16 AM +0200,07-02-20,2020-02-07 03:16:00 UTC,Pretoria,746178,seastung,Georgina Jones,2020-02-09 03:32:31 UTC,2022-11-27 18:28:02 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/38451108,https://inaturalist-open-data.s3.amazonaws.com/photos/61111211/medium.jpg,,,,2,0,FALSE,,"techobanine MatutuÃ­ne District, Mozambique",-26.67404256,32.89833079,201,,,,201,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
39749661,45bb053a-ff91-414a-83a6-914262d812de,2020-03-08 10:10:00 PM GMT+02:00,08-03-20,2020-03-08 20:10:00 UTC,Pretoria,2622575,esther-and-alba,Esther Jacobs,2020-03-09 12:55:39 UTC,2023-01-07 00:38:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39749661,https://inaturalist-open-data.s3.amazonaws.com/photos/63096305/medium.jpg,,,"Observed in the littoral zone of the intertidal pools at Reebok, during spring low.",1,0,FALSE,2,"Reebok, South Africa",-34.07745413,22.17632007,159,,,,159,,open,FALSE,gps,gps,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
39751635,ca94debe-5b86-49b3-a8ec-2f0919aaf741,2020/02/26 11:24 AM SAST,26-02-20,2020-02-26 09:24:00 UTC,Pretoria,738093,caperadd,Cape RADD,2020-03-09 14:13:21 UTC,2023-01-07 00:38:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39751635,https://inaturalist-open-data.s3.amazonaws.com/photos/63099047/medium.jpeg,,,DCIM\106GOPRO\GOPR2989.JPG,1,0,FALSE,,Long Beach,-34.18828807,18.42769195,84,,,,84,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
39752948,f8651d24-a8fe-49e6-b4fb-96fde8940cca,2020/03/04 11:54 AM SAST,04-03-20,2020-03-04 09:54:00 UTC,Pretoria,738093,caperadd,Cape RADD,2020-03-09 14:47:08 UTC,2023-01-07 00:39:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39752948,https://inaturalist-open-data.s3.amazonaws.com/photos/63101277/medium.jpeg,,,DCIM\106GOPRO\GOPR3079.JPG,1,0,FALSE,,Long Beach,-34.18824536,18.42767545,89,,,,89,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
39752960,c19115cd-aca5-428e-bbc8-558c09bc3419,2020/03/04 12:08 PM SAST,04-03-20,2020-03-04 10:08:00 UTC,Pretoria,738093,caperadd,Cape RADD,2020-03-09 14:47:14 UTC,2023-01-07 00:39:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39752960,https://inaturalist-open-data.s3.amazonaws.com/photos/63101705/medium.jpeg,,,DCIM\106GOPRO\GOPR3088.JPG,1,0,FALSE,,Long Beach,-34.18824536,18.42767545,89,,,,89,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
44159197,413faf25-c1f6-4186-b702-233c74843ff7,2020/03/22 11:57 AM HST,22-03-20,2020-03-22 21:57:00 UTC,Hawaii,940367,markheystek,Mark Heystek,2020-04-28 19:00:14 UTC,2020-04-28 19:43:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44159197,https://inaturalist-open-data.s3.amazonaws.com/photos/70011789/medium.jpeg,,,,1,0,FALSE,,"Eden, ZA-WC, ZA",-34.38467793,21.76344606,10,,,,10,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
54545278,4d85a4c5-748f-4e51-9cfb-864a7d10a882,Sat Jul 25 2020 13:37:57 GMT+0200 (GMT+2),25-07-20,2020-07-25 11:37:57 UTC,Africa/Johannesburg,2363078,david_taylor,,2020-07-27 17:49:47 UTC,2020-10-30 13:04:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/54545278,https://inaturalist-open-data.s3.amazonaws.com/photos/86796274/medium.jpg,,,,1,0,FALSE,3,"EC, ZA",-33.69572111,26.66551116,22,,,,22,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
58929353,3613eb4b-9547-4343-b887-7d4fb775c48a,2020/08/23 11:42 AM SAST,23-08-20,2020-08-23 09:42:00 UTC,Africa/Johannesburg,833117,craigpeter,Craig Peter,2020-09-08 06:43:54 UTC,2020-09-08 06:52:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/58929353,https://inaturalist-open-data.s3.amazonaws.com/photos/94116762/medium.jpeg,,,,1,0,FALSE,,"Main reef, Middle Beach, Kenton-on-Sea, Eastern Cape, South Africa",-33.6905383,26.67554923,2,,,,2,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
66521731,aaeada64-952a-43c2-bc87-725833187473,2020/12/13 12:55 PM SAST,13-12-20,2020-12-13 10:55:00 UTC,Africa/Johannesburg,2461905,darragh132,Darragh Woodford,2020-12-13 15:32:02 UTC,2021-03-09 17:14:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/66521731,https://inaturalist-open-data.s3.amazonaws.com/photos/107254574/medium.jpeg,,,,2,0,FALSE,,"City of Cape Town, ZA-WC, ZA",-34.14223354,18.43436488,4,,,,4,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
66528857,b43f3e63-0c44-4fc8-b7cd-248daacc9973,2020/12/13 8:10 PM CAT,13-12-20,2020-12-13 19:10:00 UTC,West Central Africa,2498450,surfinbird,Garth Aiston,2020-12-13 18:11:38 UTC,2024-12-31 05:05:28 UTC,research,CC0,https://www.inaturalist.org/observations/66528857,https://static.inaturalist.org/photos/107268211/medium.jpg,,,,3,0,FALSE,,"Mtwalume, 4186, South Africa",-30.49700156,30.63323336,198,,,,198,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
67267966,8113069d-c6dd-4c35-a6d5-c8442e9c2c7a,2020-12-15 10:24:12 AM GMT+02:00,15-12-20,2020-12-15 08:24:12 UTC,Africa/Johannesburg,2504243,markgrtdixon,,2020-12-29 21:24:39 UTC,2021-03-09 17:13:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/67267966,https://inaturalist-open-data.s3.amazonaws.com/photos/108640321/medium.jpeg,,,,3,0,FALSE,2,South Africa,-34.03511832,22.7666337,547,,,,547,,open,FALSE,gps,gps,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
68381599,f58caa6c-67a8-40d6-8400-575f4641b96a,2021/01/16 12:09 PM SAST,16-01-21,2021-01-16 10:09:00 UTC,Pretoria,833117,craigpeter,Craig Peter,2021-01-20 21:48:30 UTC,2022-11-27 18:28:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/68381599,https://inaturalist-open-data.s3.amazonaws.com/photos/110698197/medium.jpeg,,"marine, fish",,2,0,FALSE,,"Mtati River Mouth, dunes and beach, Eastern Cape, South Africa",-33.42270518,27.26408847,2,,,,2,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
70866502,fb200461-aed3-48fc-86be-0b2681f8e1ec,2021-03-06 9:02:17 AM GMT+02:00,06-03-21,2021-03-06 05:02:17 UTC,Pretoria,731085,callumevans,Callum Evans,2021-03-09 08:42:01 UTC,2022-11-27 18:27:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70866502,https://inaturalist-open-data.s3.amazonaws.com/photos/115285841/medium.jpeg,,,,4,0,FALSE,2,South Africa,-34.23801704,18.47603671,47,,,,47,,open,FALSE,gps,gps,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
71228607,656f6a91-840b-4cf6-b2c7-12cad9a8f8b7,Sun Mar 14 2021 19:28:28 GMT+0200 (GMT+2),14-03-21,2021-03-14 17:28:28 UTC,Pretoria,2752345,meikec,,2021-03-14 17:28:48 UTC,2022-05-25 00:19:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/71228607,https://inaturalist-open-data.s3.amazonaws.com/photos/115932843/medium.jpg,,,,2,0,FALSE,3,"South Atlantic Ocean, Cape Town, WC, ZA",-34.193732,18.44958565,211,,,,211,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
72878301,af5cc30d-7002-4412-9a83-c5100814a826,Sun Apr 04 2021 12:30:26 GMT+0200 (GMT+2),04-04-21,2021-04-04 10:30:26 UTC,Pretoria,4065991,funfrogr,Leo R,2021-04-04 10:40:52 UTC,2021-06-21 13:38:49 UTC,research,,https://www.inaturalist.org/observations/72878301,https://static.inaturalist.org/photos/118906183/medium.jpg,,,,1,0,FALSE,3,"EC, ZA",-34.19695333,24.79130833,5,,,,5,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
72995935,9b4a52d2-4917-4b5d-bffc-620c82da204d,2021/04/03 12:47 AM HST,03-04-21,2021-04-03 10:47:00 UTC,Hawaii,1919653,sightori,Peter Robson,2021-04-05 10:47:35 UTC,2022-11-27 18:27:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/72995935,https://inaturalist-open-data.s3.amazonaws.com/photos/119116844/medium.png,,,,2,0,FALSE,,"Water's Edge, Simon's Town, Cape Town, 7975, South Africa",-34.19464372,18.44870902,83,,,,83,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
76651062,43033c2d-1ab5-4184-a365-409880b49977,2021/05/02 3:47 PM SAST,02-05-21,2021-05-02 13:47:00 UTC,Pretoria,1695453,jasonboswell,Jason Lee Boswell,2021-05-02 19:10:45 UTC,2022-11-27 18:27:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/76651062,https://inaturalist-open-data.s3.amazonaws.com/photos/125180744/medium.jpg,,"A-Frame Dive Site, Marine",,3,0,FALSE,,"Murdock Valley, Cape Town, 7975, South Africa",-34.20826724,18.46193845,189,,,,189,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
77008154,41a3592f-501d-4bac-9a68-c49130d20d6a,2021/05/03 11:42 AM SAST,03-05-21,2021-05-03 09:42:00 UTC,Pretoria,731085,callumevans,Callum Evans,2021-05-03 17:41:27 UTC,2022-11-27 18:27:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77008154,https://inaturalist-open-data.s3.amazonaws.com/photos/125930249/medium.jpg,,,,2,0,FALSE,,"358 Main Rd, Froggy Pond, Cape Town, 7975, South Africa",-34.20770762,18.46110621,31,,,,31,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
77024811,537a6293-d2f8-4178-a0f3-2f9e51538bb8,2021/05/02 10:00 AM SAST,02-05-21,2021-05-02 08:00:00 UTC,Pretoria,3673772,michaelbeardwood,Michael Beardwood,2021-05-03 18:34:46 UTC,2022-11-27 18:27:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77024811,https://inaturalist-open-data.s3.amazonaws.com/photos/125950153/medium.jpeg,,,,2,0,FALSE,,A-frame,-34.20824612,18.46289672,4,,,,4,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
77062050,d76bb624-16b7-4c9c-a2b7-b0028e3866c9,2021/05/03 3:33 PM SST,03-05-21,2021-05-03 02:33:00 UTC,Samoa,3688284,david_welch,David Welch,2021-05-03 20:19:43 UTC,2022-11-27 18:27:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77062050,https://inaturalist-open-data.s3.amazonaws.com/photos/125996877/medium.jpeg,,,,4,1,FALSE,,"City of Cape Town, ZA-WC, ZA",-34.2078,18.4624,,,,,,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
77337632,32aa3d4d-f31d-4823-b0d7-24f334bf15ea,03-05-21 15:53,03-05-21,2021-05-03 13:53:27 UTC,Pretoria,2609191,renevorster,Rene Vorster,2021-05-04 20:20:55 UTC,2022-11-27 18:27:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/77337632,https://static.inaturalist.org/photos/126472494/medium.jpeg,,,,3,0,FALSE,2,"Bergsig, Groot Brakrivier, 6525, South Africa",-34.0575633,22.2143707,,,,,,,open,FALSE,gps,gps,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
81749462,db962e1d-65cf-41dc-8a48-94738aa24011,2013/02/13 9:50 AM PST,13-02-13,2013-02-13 17:50:00 UTC,Pacific Time (US & Canada),1279081,jeyre,,2021-06-05 19:06:53 UTC,2022-01-23 19:01:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/81749462,https://inaturalist-open-data.s3.amazonaws.com/photos/134093739/medium.jpg,,Didplodus,,3,0,FALSE,,"Six Mile Reef, Sodwana Bay, St Lucia, South Africa",-27.52627544,32.67962389,182,,,,182,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
93876576,18ab4bcf-ca9e-479e-ad60-53cfb126b680,26-07-21,26-07-21,,Madrid,4015367,luispb,Luis P. B.,2021-09-06 16:59:00 UTC,2022-01-24 11:58:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93876576,https://inaturalist-open-data.s3.amazonaws.com/photos/155636622/medium.jpg,,,,1,0,FALSE,,"Cathedral dive site, Aliwal Shoal, South Africa",-30.25222429,30.81357668,1874,,,,1874,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
99017642,0b441c35-2cc4-4468-be87-41dc0ea9edcd,2021/10/22 10:37 AM HST,22-10-21,2021-10-22 20:37:00 UTC,Hawaii,746182,diveinn_capetown,carel van der Colff,2021-10-22 21:16:44 UTC,2022-01-23 18:46:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99017642,https://inaturalist-open-data.s3.amazonaws.com/photos/164973481/medium.jpg,,,,3,0,FALSE,,"Murdock Valley, Cape Town, 7975, South Africa",-34.20775909,18.46220352,84,,,,84,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
100917323,d8b0b661-30ba-42ca-b1ad-5d67c742a7e5,2021/11/08 8:01 AM UTC,08-11-21,2021-11-08 08:01:00 UTC,UTC,1689080,alisonbeere,,2021-11-12 09:49:08 UTC,2022-01-23 18:37:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100917323,https://inaturalist-open-data.s3.amazonaws.com/photos/168484525/medium.jpeg,,,,2,0,FALSE,,"Kalk Bay, Cape Town, 7990, South Africa",-34.12935532,18.45007896,186,,,,186,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
103402203,0b1563ae-36a3-4c88-9463-2eac917512f7,20-12-21,20-12-21,,Pretoria,2852980,erwinsieben,Erwin Sieben,2021-12-21 04:36:49 UTC,2022-01-21 05:53:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103402203,https://inaturalist-open-data.s3.amazonaws.com/photos/173049585/medium.jpg,,,,2,0,FALSE,,"Shaka's Rock, Dolphin Coast, 4399, South Africa",-29.52285074,31.22775745,54,,,,54,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
