id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,ocean,,,,,,,
11033852,c70a8e65-9c00-42f6-a1be-3f24d4945590,13-07-15,13-07-15,,Africa/Johannesburg,746182,diveinn_capetown,carel van der Colff,2015-07-22 05:17:24 UTC,2018-04-17 00:36:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11033852,https://inaturalist-open-data.s3.amazonaws.com/photos/15564945/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,4,0,FALSE,,Raggies cave,-30.2619,30.8279,1,,,,1,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11040633,5d6f0a6e-4ce3-4ad3-98d5-f5ee53f82883,27-01-08,27-01-08,,Africa/Johannesburg,755259,jacques-alberts,,2015-07-30 06:46:47 UTC,2018-06-15 00:14:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11040633,https://inaturalist-open-data.s3.amazonaws.com/photos/15577939/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,4,0,FALSE,,Jeffreys Bay,-34.056,24.966,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11040638,c30087ae-7ef4-45b5-8693-8ce3af7f5a52,29-12-07,29-12-07,,Africa/Johannesburg,755259,jacques-alberts,,2015-07-30 06:47:37 UTC,2018-06-15 00:14:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11040638,https://inaturalist-open-data.s3.amazonaws.com/photos/15577949/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,4,0,FALSE,,"Kraal, Jeffreys Bay",-34.056,24.966,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11040643,bd339df2-3b63-4ae6-ab01-3c903c60cee8,23-11-14,23-11-14,,Africa/Johannesburg,755259,jacques-alberts,,2015-07-30 06:48:37 UTC,2018-06-15 02:34:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11040643,https://inaturalist-open-data.s3.amazonaws.com/photos/15577963/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,4,0,FALSE,,Jeffreys Bay,-34.056,24.966,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11040649,7835a040-ec25-4ba3-8f86-40c9ef4ad78a,21-12-07,21-12-07,,Africa/Johannesburg,755259,jacques-alberts,,2015-07-30 06:49:26 UTC,2018-06-15 02:26:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11040649,https://inaturalist-open-data.s3.amazonaws.com/photos/15577979/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,4,0,FALSE,,Jeffreys Bay,-34.056,24.966,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11040653,5f58bad0-d224-4114-a117-2fb21121c450,18-12-11,18-12-11,,Africa/Johannesburg,755259,jacques-alberts,,2015-07-30 06:50:23 UTC,2018-06-15 02:47:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11040653,https://inaturalist-open-data.s3.amazonaws.com/photos/15577989/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,3,0,FALSE,,Jeffreys Bay,-34.056,24.966,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11040657,aedb7762-6767-44f6-97c3-20de04ea3c05,20-12-11,20-12-11,,Africa/Johannesburg,755259,jacques-alberts,,2015-07-30 06:51:09 UTC,2018-06-15 02:31:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11040657,https://inaturalist-open-data.s3.amazonaws.com/photos/15577996/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,4,0,FALSE,,Jeffreys Bay,-34.056,24.966,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11040664,38b355a7-8723-4fb2-9325-b793615767f3,24-11-07,24-11-07,,Africa/Johannesburg,755259,jacques-alberts,,2015-07-30 06:53:34 UTC,2018-06-15 02:24:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11040664,https://inaturalist-open-data.s3.amazonaws.com/photos/15578015/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,3,0,FALSE,,Jeffreys Bay,-34.056,24.966,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11042043,f308527c-084d-4fec-b9ba-37bb5f054cc3,12-06-15,12-06-15,,Africa/Johannesburg,771216,kerrysink,,2015-07-31 11:00:59 UTC,2018-05-25 23:56:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11042043,https://inaturalist-open-data.s3.amazonaws.com/photos/15580858/medium.jpg,,"SeaKeys, Sea Fish Atlas, ACEP",<h3>ACEP Surrogacy & Ocean stewards cruise 2015</h3><br>,4,0,FALSE,,,-29.42574415,31.3993036,1,,,,29483,obscured,,TRUE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11044075,8c720455-0f64-4433-ba37-4af86981e794,14-06-15,14-06-15,,Africa/Johannesburg,771216,kerrysink,,2015-08-03 09:37:33 UTC,2018-04-17 05:11:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11044075,https://inaturalist-open-data.s3.amazonaws.com/photos/15584591/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,4,0,FALSE,,,-29.8118218,31.09182487,1,,,,29433,obscured,,TRUE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11044128,d67682bc-e57e-44c5-acc8-21bfd9b99ed5,14-06-15,14-06-15,,Africa/Johannesburg,771216,kerrysink,,2015-08-03 09:45:20 UTC,2018-04-17 05:13:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11044128,https://inaturalist-open-data.s3.amazonaws.com/photos/15584684/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>zebra</h3><br>,4,0,FALSE,,,-29.82594377,31.15866004,1,,,,29433,obscured,,TRUE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11046711,6c2f11fb-0673-46f1-95e5-1cef1419f364,29-06-12,29-06-12,,Africa/Johannesburg,746178,seastung,Georgina Jones,2015-03-26 08:22:10 UTC,2018-04-17 06:42:49 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11046711,https://inaturalist-open-data.s3.amazonaws.com/photos/15589783/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>Zebra</h3><br>,4,0,FALSE,,Pyramid Rock,-34.2371,18.4783,1,,,,1,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11047061,7eb104ef-c403-4d46-96a5-8f260e46e5af,14-02-10,14-02-10,,Africa/Johannesburg,773561,pedivers,tony rebelo,2015-08-07 21:11:13 UTC,2018-06-15 02:30:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11047061,https://inaturalist-open-data.s3.amazonaws.com/photos/19234841/medium.jpg,,"ECSD, SeaKeys, Sea Fish Atlas",<h3>sparid</h3><br>,3,0,FALSE,,Philips reef,-33.9737,25.6809,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11047180,e7ac5e4c-d96f-42ca-9c18-3467696c2555,01-01-14,01-01-14,,Africa/Johannesburg,773561,pedivers,tony rebelo,2015-08-08 01:05:11 UTC,2018-06-15 02:27:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11047180,https://inaturalist-open-data.s3.amazonaws.com/photos/19234710/medium.jpg,,"SeaKeys, Sea Fish Atlas, ECSD",<h3>zebra</h3><br>,3,0,FALSE,,Philips reef,-33.9737,25.6809,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11047284,b04f281a-c90b-4afc-9b40-3763f5055884,12-05-12,12-05-12,,Pretoria,773561,pedivers,tony rebelo,2015-08-08 03:12:19 UTC,2023-01-07 00:33:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11047284,https://inaturalist-open-data.s3.amazonaws.com/photos/19235038/medium.jpg,,"Sea Fish Atlas, ECSD, SeaKeys",<h3>zebra</h3><br>,4,0,FALSE,,Crossroads,-34.0436,25.6464,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11055536,dc09de4f-15c5-464f-baab-9f72a5714746,24-01-10,24-01-10,,Africa/Johannesburg,773561,pedivers,tony rebelo,2015-08-12 07:57:27 UTC,2018-06-15 00:12:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11055536,https://inaturalist-open-data.s3.amazonaws.com/photos/19234539/medium.jpg,,"SeaKeys, Sea Fish Atlas, ECSD",<h3>zebra</h3><br>,4,0,FALSE,,Port Elizabeth,-34.0343,25.7081,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11072720,8c240078-c150-43d2-bdad-9c547112a140,25-09-14,25-09-14,,Africa/Johannesburg,773532,underwaterwendy,,2014-10-06 04:23:51 UTC,2018-06-15 02:44:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11072720,https://inaturalist-open-data.s3.amazonaws.com/photos/15627753/medium.jpg,,"Sea Fish Atlas, COS, SeaKeys, rural",<h3>Zebras gone wild</h3><br>three massive zebra fish,4,0,FALSE,,Clan Stuart,-34.171734,18.43074,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11081844,aeec4127-1ff7-4811-af08-5735268ddd0d,23-11-14,23-11-14,,Africa/Johannesburg,753683,tidaltao,Duncan Pritchard,2014-11-26 04:31:40 UTC,2018-06-05 15:12:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11081844,https://inaturalist-open-data.s3.amazonaws.com/photos/15645765/medium.jpg,,SeaKeys,<h3>Zebra</h3><br>25-30mm,4,0,FALSE,,"21, Hotel Rd",-29.5047753,31.2384868,1,,,,1,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11084457,2ce0f43c-b127-45d7-a63a-83eefae3ef30,06-05-15,06-05-15,,Africa/Johannesburg,785987,namibiagullies,Namibia Gullies,2015-09-03 06:23:38 UTC,2018-04-17 22:14:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11084457,https://inaturalist-open-data.s3.amazonaws.com/photos/15650363/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>Zebra</h3><br>,5,0,FALSE,,Hamburg to Birha mouth,-33.349,27.396,110,,,,110,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11095429,8bb2b814-01b7-4eaa-aac5-a8c07e71b114,07-03-15,07-03-15,,Pretoria,773999,gerberannette,Annette Gerber,2015-05-04 17:13:23 UTC,2023-01-07 00:33:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11095429,https://inaturalist-open-data.s3.amazonaws.com/photos/15671888/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>seabream</h3><br>,4,1,FALSE,,Cape Vidal: Cape Vidal rockpools,-28.117,32.567,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11103609,d6ba9e4c-2bfa-4941-a7e9-e9152bd26edc,02-05-15,02-05-15,,Africa/Johannesburg,773580,wpbronzies,wpbronzies,2015-09-16 22:57:59 UTC,2018-05-25 23:55:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11103609,https://inaturalist-open-data.s3.amazonaws.com/photos/15688646/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>zebra</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Hamburg to Birha mouth,-33.349,27.396,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11103612,c82b5d47-3bf7-4cc5-aaca-03b3f6d0b214,02-05-15,02-05-15,,Africa/Johannesburg,773580,wpbronzies,wpbronzies,2015-09-16 23:02:04 UTC,2018-05-25 23:55:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11103612,https://inaturalist-open-data.s3.amazonaws.com/photos/15688656/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Hamburg to Birha mouth,-33.349,27.396,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11103663,0629ba3b-59bd-412a-9baf-d11f60063462,02-05-15,02-05-15,,Africa/Johannesburg,773580,wpbronzies,wpbronzies,2015-09-17 00:01:03 UTC,2018-04-18 06:42:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11103663,https://inaturalist-open-data.s3.amazonaws.com/photos/15688789/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Hamburg to Birha mouth,-33.349,27.396,110,,,,110,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11103689,1a39316e-5afa-4251-b7f3-8c2ea7c131f6,02-05-15,02-05-15,,Africa/Johannesburg,773580,wpbronzies,wpbronzies,2015-09-17 00:25:39 UTC,2018-04-18 06:43:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11103689,https://inaturalist-open-data.s3.amazonaws.com/photos/15688837/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Hamburg to Birha mouth,-33.349,27.396,110,,,,110,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11108427,7d327d58-081a-4553-b305-f1a0cb56e905,22-03-13,22-03-13,,Africa/Johannesburg,746178,seastung,Georgina Jones,2015-05-14 07:38:21 UTC,2018-04-18 09:37:27 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11108427,https://inaturalist-open-data.s3.amazonaws.com/photos/15698492/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>zebra</h3><br>,3,0,FALSE,,Growwe bank,-34.84,20.131,110,,,,110,,,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11109727,2a6a7086-8bd0-4816-ae9e-d4ad06b3f406,23-04-13,23-04-13,,Africa/Johannesburg,746178,seastung,Georgina Jones,2015-05-15 07:59:26 UTC,2018-04-18 10:34:18 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11109727,https://inaturalist-open-data.s3.amazonaws.com/photos/15701177/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>,3,0,FALSE,,Antons,-27.52085,32.68732,1,,,,1,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11109819,9707a7e5-3899-4409-ae0b-c373ce5e704e,02-05-15,02-05-15,,Africa/Johannesburg,773564,scapegreatwhites,south cape great whites,2015-09-21 18:35:02 UTC,2018-06-14 23:57:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11109819,https://inaturalist-open-data.s3.amazonaws.com/photos/19241502/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Kiwane,-33.255,27.542,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11109897,f8f055e1-a777-407d-8d88-92dfa9bd3255,02-05-15,02-05-15,,Africa/Johannesburg,773564,scapegreatwhites,south cape great whites,2015-09-21 20:01:28 UTC,2018-06-14 23:56:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11109897,https://inaturalist-open-data.s3.amazonaws.com/photos/19241646/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Kiwane,-33.255,27.542,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11109929,4a851f7b-7cf2-48ed-82fd-74695289900b,02-05-15,02-05-15,,Africa/Johannesburg,773564,scapegreatwhites,south cape great whites,2015-09-21 20:38:32 UTC,2018-06-14 23:56:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11109929,https://inaturalist-open-data.s3.amazonaws.com/photos/19241440/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>zebra</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Hamburg to Birha mouth,-33.349,27.396,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11114655,a4428e82-895d-4708-beb3-930ef5b606d5,02-05-15,02-05-15,,Africa/Johannesburg,773576,epraggies,ep raggies,2015-09-28 01:26:28 UTC,2018-05-25 23:55:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11114655,https://inaturalist-open-data.s3.amazonaws.com/photos/15711315/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra 1</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Hamburg to Birha mouth,-33.349,27.396,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11114660,30f26c34-ab5b-45c5-bf8e-8d370c2de1fc,02-05-15,02-05-15,,Africa/Johannesburg,773576,epraggies,ep raggies,2015-09-28 01:30:30 UTC,2018-05-25 23:54:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11114660,https://inaturalist-open-data.s3.amazonaws.com/photos/15711323/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra 2</h3><br>caught and released during RASSPL Nationals 2015,4,0,FALSE,,Hamburg to Birha mouth,-33.349,27.396,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11115683,1d0630ff-2f18-46e0-acd6-e80e9f41d314,02-05-15,02-05-15,,Africa/Johannesburg,773534,borderblacktips,,2015-09-28 14:19:42 UTC,2018-05-25 23:54:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11115683,https://inaturalist-open-data.s3.amazonaws.com/photos/15713319/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>zebra</h3><br>caught and released during RASSPL Nationals 2015,3,0,FALSE,,Kiwane,-33.255,27.542,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11118835,13ea0c49-ad10-43cf-bdf5-d8b43ea887a7,05-09-05,05-09-05,,Africa/Johannesburg,773557,nevillea,tony rebelo,2015-11-19 02:09:57 UTC,2018-04-18 15:24:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11118835,https://inaturalist-open-data.s3.amazonaws.com/photos/15719337/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>Zebra 6</h3><br>,4,0,FALSE,,Sodwana bay,-27.49,32.7,1100,,,,1100,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11133387,9dfb8fea-05d7-4449-b86a-371a4252ca8c,02-08-14,02-08-14,,Africa/Johannesburg,773534,borderblacktips,,2015-01-22 10:19:20 UTC,2018-04-18 20:47:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11133387,https://inaturalist-open-data.s3.amazonaws.com/photos/15746665/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>IMG_1121</h3><br>caught and released,4,0,FALSE,,Kaysers beach,-33.2109,27.6133,1,,,,1,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11158396,6088662a-2e94-442f-849e-64b70078e0db,17-07-05,17-07-05,,Africa/Johannesburg,678889,pbsouthwood,Peter Southwood,2015-02-06 16:00:29 UTC,2018-04-19 08:43:28 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11158396,https://inaturalist-open-data.s3.amazonaws.com/photos/15795546/medium.jpg,,"SeaKeys, Sea Fish Atlas, CC-by-sa 3.0",<h3>Zebra at Long Beach</h3><br>,2,0,FALSE,,Long Beach (Simons Town),-34.187,18.427,110,,,,110,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11158401,70261033-daf9-4cc1-ba2d-97b507ddfafa,27-02-05,27-02-05,,Africa/Johannesburg,678889,pbsouthwood,Peter Southwood,2015-02-06 16:05:44 UTC,2018-04-19 08:43:44 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11158401,https://inaturalist-open-data.s3.amazonaws.com/photos/15795555/medium.jpg,,"Sea Fish Atlas, CC-by-sa 3.0, SeaKeys",<h3>Zebra at Long Beach</h3><br>,2,0,FALSE,,Long Beach (Simons Town),-34.187,18.427,110,,,,110,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11159883,9689540b-5725-49e4-b167-8c197e047e68,09-12-15,09-12-15,,Pretoria,676977,jaheymans,Joseph Heymans,2015-12-21 11:27:33 UTC,2024-12-25 17:00:34 UTC,research,,https://www.inaturalist.org/observations/11159883,https://static.inaturalist.org/photos/15798555/medium.jpg,,"SeaKeys, Sea Fish Atlas",<h3>Sebravis</h3><br>,2,0,FALSE,,Hartenbos,-34.12489,22.12008,10,,,,10,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11163724,0a88fe77-b2ff-4133-a9f0-69e5e1afd2e7,29-04-12,29-04-12,,Africa/Johannesburg,678889,pbsouthwood,Peter Southwood,2015-02-20 04:34:23 UTC,2018-04-19 13:27:47 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11163724,https://inaturalist-open-data.s3.amazonaws.com/photos/15805995/medium.jpg,,"SeaKeys, Sea Fish Atlas, CC-by-sa 3.0",<h3>Zebra at Atlantis Reef</h3><br>,2,0,FALSE,,Atlantis Reef: Approximate location of the pinnacles.,-34.25,18.4833,1,,,,1,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11163734,436cc566-2b05-4c5c-bb25-fe7aeec31f98,29-10-11,29-10-11,,Africa/Johannesburg,678889,pbsouthwood,Peter Southwood,2015-02-20 04:40:25 UTC,2018-04-19 13:28:08 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11163734,https://inaturalist-open-data.s3.amazonaws.com/photos/15806018/medium.jpg,,"Sea Fish Atlas, CC-by-sa 3.0, SeaKeys",<h3>Zebra at Atlantis Reef</h3><br>,2,0,FALSE,,Atlantis Reef: Approximate location of the pinnacles.,-34.25,18.4833,1,,,,1,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11163951,8c34127e-08f3-4a3e-843d-e24066aab21c,24-09-07,24-09-07,,Africa/Johannesburg,678889,pbsouthwood,Peter Southwood,2015-02-20 09:32:49 UTC,2018-04-19 13:36:16 UTC,research,CC-BY-SA,https://www.inaturalist.org/observations/11163951,https://inaturalist-open-data.s3.amazonaws.com/photos/15806495/medium.jpg,,"Sea Fish Atlas, CC-by-sa 3.0, SeaKeys",<h3>Zebra at Buffels Bay</h3><br>centre right,2,0,FALSE,,Buffels Bay,-34.3203,18.4622,1,,,,1,,open,FALSE,,,Diplodus hottentotus,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11221542,004c3945-6b56-4d50-b3ae-7c0336defe9f,22-10-16,22-10-16,,Pretoria,389997,shauns,Shaun Swanepoel,2016-11-12 06:58:58 UTC,2024-11-03 21:04:56 UTC,research,CC-BY,https://www.inaturalist.org/observations/11221542,https://inaturalist-open-data.s3.amazonaws.com/photos/15920059/medium.jpg,,,<h3>Wildeperd (Coffee Bay)</h3><br>Caught of the rocks and discarded as been to small,3,1,FALSE,,Coffee Bay,-31.9849,29.1492,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
11226830,15a8697e-c97c-4af8-b641-db86a232e56c,21-05-16,21-05-16,,Africa/Johannesburg,777179,martin_nieuwoudt,,2016-05-29 17:41:31 UTC,2018-05-25 23:54:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11226830,https://inaturalist-open-data.s3.amazonaws.com/photos/15930517/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>Juvenile Zebra Seabream</h3><br>,4,0,FALSE,,"Clan Stuart wreck (Simons Town, inshore)",-34.1717,18.4307,1,,,,1,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,South Atlantic Ocean,,,,,,,
11231841,d7a49aa9-877a-4112-89b0-61eed7e50981,05-05-16,05-05-16,,Africa/Johannesburg,773572,kowiecrackers,Kowie Crackers,2016-06-02 17:30:05 UTC,2018-06-11 23:51:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/11231841,https://inaturalist-open-data.s3.amazonaws.com/photos/19231079/medium.jpg,,"Sea Fish Atlas, SeaKeys",<h3>zebra</h3><br>Caught and released during RASSPL Nationals 2016,4,0,FALSE,,Arniston,-34.688,20.218,110,,,,110,,open,FALSE,,,Zebra Fish,Diplodus hottentotus,Zebra,Actinopterygii,445869,Indian Ocean,,,,,,,
